Country,Name,Category
United States,Jvion,Healthcare
Israel,K.Y.C Int.,Defense/Security
United States,Kadho,Core AI
United States,Kaggle,Education
United States,Kahuna,Sales/Marketing
Singapore,KAI Square,Computer Vision
Germany,kaia health,Healthcare
United States,Kairos AR,Computer Vision
Italy,Kaitiaki,Defense/Security
Japan,Kakeibon,Communication
United Kingdom,Kami,Communication
Israel,Kang Health,Communication
Israel,kannita,Sales/Marketing
Israel,Karamba,Defense/Security
France,Karos,Automation
Japan,Karte,Sales/Marketing
United States,Kasisto,Communication
Indonesia,Kata.ai,Communication
United States,Kavout,Core AI
France,Kayrros,Energy
Canada,Keatex,Text Analytics
China,KeeKo,Robotics
France,Keen Eye Technologies,Computer Vision
Israel,KELA Targeted Cyber Intelligence,Defense/Security
Israel,Kensee,Real Estate
United States,Kensho Technologies,Core AI
India,Ketchupp,Agriculture
Germany,Kewazo,Robotics
United States,Kextil,Communication
United States,KeyMe,Core AI
United States,KeyReply,Core AI
Israel,keywee,Sales/Marketing
France,Khresterion ,Internet of Things
Nigeria,KiaKia,Fintech
Germany,Kiana Systems,Data Analytics
Japan,Kibi+,Data Analytics
Japan,Kibiro,Robotics
Japan,Kiducoo AI,Computer Vision
Finland,Kievu / Klevu?,E-Commerce
China,Kiktech,Robotics
United States,Kimera Systems,Core AI
United States,Kimerick Technologies,Fintech
Israel,Kindite ,Defense/Security
Japan,Kinpen,Travel
United States,Kip,Sales/Marketing
Finland,Kirontech,Healthcare
United Kingdom,KisanHub,Agriculture
United States,KITT.AI,Communication
United States,Kittyhawk,Core AI
Canada,Kiwi.ai,Healthcare
United States,Kjaya,Healthcare
United Kingdom,Kluster Intelligence,Sales/Marketing
Mexico,Klustera,Business Intelligence
United States,Knewton,Education
Canada,Knockri,Human Resources
Canada,Knote,Text Analytics
United States,Knottr,Text Analytics
Canada,Knowillage,Education
United States,Knowledge Based Systems,Core AI
Japan,Knowledge Communication,Business Intelligence
United States,Knowmail,Communication
United Kingdom,Knowsis,Fintech
United States,KnuEdge,Core AI
United States,KodaCloud,Software Development
Indonesia,Kofera,Sales/Marketing
United States,Kogentix,Core AI
United States,Koko,Data Analytics
Israel,Komodo Consulting,Defense/Security
Israel,Komoona,Sales/Marketing
United Kingdom,Kompas,Travel
United States,Konolabs Inc.,Communication
Finland,Kontoor,Data Analytics
Germany,KONUX,Business Intelligence
India,Kooki,Communication
United States,kordinator,Text Analytics
United States,Kore,Core AI
United States,Kraus Aerospace,Core AI
Singapore,Kristal.AI (O2O Technologies Pte Ltd),Fintech
China,Kuaile Zhihui,Education
China,Kuang-Chi Science,Defense/Security
Nigeria,Kudi,Fintech
Brazil,Kunumi,Business Intelligence
United States,Kuznech,Core AI
United Kingdom,Kwiziq,Education
Finland,Kwork,Communication
United States,Kyndi,Core AI
United States,KYNDI,Data Analytics
Israel,kytera,Healthcare
Israel,L7 Defense,Defense/Security
Israel,La'Zooz,Travel
Japan,Labellio,Computer Vision
United Kingdom,LabGenius,Healthcare
France,LabSense,Text Analytics
Canada,Ladon Labs,Automation
Brazil,Lagiar,Communication
China,Laiye,Communication
United States,Lalilo,Core AI
United States,Lam Therapeutics,Healthcare
China,Landingbj,Business Intelligence
Germany,Language Tools,Communication
Switzerland,Lari,Legal
Switzerland,Lari,Legal
United States,Laserlike,Text Analytics
Germany,Lateral,Communication
United States,Lattice Engines,Sales/Marketing
China,Latticespace,Communication
India,Lawbot,Communication
Israel,LawGeex,Legal
Israel,lead space,Sales/Marketing
United States,LeadCrunch,Sales/Marketing
United States,LeaderAmp,Core AI
United States,LeadFlip,Core AI
Spain,Leads Origins,Sales/Marketing
United States,Leadspace,Sales/Marketing
United States,leap.ai,Human Resources
Japan,"LeapMind, Inc.",Core AI
United States,Lectal,Text Analytics
Brazil,Ledface,Communication
Brazil,Legal Insights,Legal
Brazil,Legal Insights,Legal
United States,Legal Robot,Legal
United States,Legal Robot,Legal
United States,"LegalSifter, Inc.",Legal
United States,"LegalSifter, Inc.",Legal
United States,Legion,Human Resources
United States,Leidos - Omnifluent Human Language Technology Software,Communication
China,Leishen-Lidar,Robotics
Japan,Lemon,Communication
United States,Lemonade,Fintech
China,Lemoncome,Business Intelligence
Israel,LeO,Fintech
Netherlands,Letz,Communication
United States,LevaData,Core AI
Germany,Leverton,Data Analytics
United States,Lex Machina,Legal
Sweden,Lexplore,Healthcare
Russia,Lexy,Communication
Israel,LifeBEAM,Communication
United States,Lifecycle,Communication
Russia,LifeFilm,Computer Vision
Israel,LifeGraph,Healthcare
United States,LifeNome Inc.,Text Analytics
United States,LiftForward,Sales/Marketing
United States,LiftIgniter,Communication
Israel,LightCyber,Defense/Security
United States,Lighthouse,Communication
Israel,Lightico ,Communication
United States,LightMiner Systems,Defense/Security
United States,Lightning AI,Text Analytics
France,LightOn,Core AI
France,Lili.ai,Business Intelligence
China,Ling,Communication
China,Lingjuai,Robotics
France,Lingua Custodia,Fintech
United Kingdom,Linguamatics,Text Analytics
China,Linkernetworks,Business Intelligence
United States,Linknovate,Text Analytics
China,Linkool Labs,Software Development
United States,Linkry Events,Transportation
Israel,Lipsight,Computer Vision
United States,LitBit,Core AI
United States,Litimetrics,Legal
China,Liulishuo,Communication
United Kingdom,LiveMetrics,Fintech
France,LiveMon,Business Intelligence
Switzerland,Living PlanIT,Internet of Things
United States,Locu,Data Analytics
United States,Locus Tracking,Computer Vision
United States,LogFuze,Internet of Things
Japan,Logicad,Sales/Marketing
United Kingdom,Logical Glue,Business Intelligence
United States,LogicHub,Defense/Security
Canada,Logojoy,Entertainment
United States,LogRhythm,Defense/Security
United States,Logyc,Text Analytics
Israel,Logz.io,Core AI
China,Lohas-tech,Healthcare
Australia,Longtail UX Pty Ltd,Sales/Marketing
United States,Loom Systems,Data Analytics
United States,LoomAi,Computer Vision
United States,Loop AI Labs Cognitive Computing,Core AI
United Kingdom,LoopMe,Sales/Marketing
United States,"LotaData, Inc.",Data Analytics
Norway,Luca Labs,Text Analytics
United States,Lucid,Core AI
United Kingdom,Luminance,Legal
United States,Luminoso,Text Analytics
Finland,Lumoa,Communication
South Korea,Lunit,Healthcare
Slovakia,Lurity,Sales/Marketing
Spain,Lurtis Rules,Entertainment
Luxembourg,LuxAI,Robotics
China,LUXSENS,Sales/Marketing
United States,Lvl5,Transportation
Indonesia,LYKE,Computer Vision
Sweden,Lytics,Healthcare
Sweden,Lytics,Healthcare
United States,Lytics,Sales/Marketing
United Arab Emirates,LZine,Communication
United States,M-Scribe,Healthcare
Russia,M.O.A.R,Internet of Things
United States,Maana,Automation
United States,MaaxMarket,Sales/Marketing
United States,Machine Learning Works,Software Development
United Kingdom,Machine London,Sales/Marketing
United Kingdom,Machines With Vision,Robotics
United States,MachineVantage,Sales/Marketing
United States,Mad Street Den,Computer Vision
France,Maddie.ie ,Sales/Marketing
United States,Magia,Sales/Marketing
Japan,MagicPrice,Travel
Israel,Magisto,Computer Vision
United States,Magneta,Communication
France,MailClark,Communication
Japan,MAJIN,Sales/Marketing
Japan,Make Repeater,Sales/Marketing
Taiwan,Make2Real.AI,Core AI
China,Malong Technologies,Sales/Marketing
China,Malongtech,Communication
Canada,Maluuba,Core AI
Uganda,Mandulis Energy,Energy
India,Manthan,E-Commerce
India,Mantra Labs pvt Ltd,E-Commerce
United States,Manybot,Communication
Germany,Mapegy,Data Analytics
China,Marcpoint,Sales/Marketing
United States,Mariana,Sales/Marketing
United States,Marinus Analytics,Defense/Security
United States,"Markable, Inc.",Computer Vision
South Korea,Marker,Text Analytics
United States,Market Vulture,Business Intelligence
United States,MarketChorus,Sales/Marketing
Spain,Marketeer.co,Communication
United States,Marketfox,Sales/Marketing
United States,Marketing Evolution,Sales/Marketing
Switzerland,MarketMixer,Data Analytics
United States,Mashgin,E-Commerce
Belarus,Masquerade Technologies,Computer Vision
India,Mate Labs,Text Analytics
United States,MATRIX Labs,Internet of Things
United States,Matroid,Computer Vision
United States,Maven Machines,Transportation
United States,Mavrx Imaging,Agriculture
China,Maxieye,Transportation
Australia,Maxwell MRI,Healthcare
United States,McCoy Medical Technologies,Healthcare
United States,MD.ai,Healthcare
South Korea,MeasureChina,Sales/Marketing
China,Mech-Mind,Robotics
United States,Medal,Healthcare
United States,Medalogix,Healthcare
Israel,Medasense,Healthcare
Israel,MedAware,Healthcare
United States,MEDgle,Healthcare
Israel,Medial EarlySign,Healthcare
Romania,MediaServista,Text Analytics
Spain,MedicSen,Healthcare
Australia,Medius Health,Healthcare
United States,Medivo,Healthcare
Pakistan,MedMee,Healthcare
United Kingdom,Medopad,Healthcare
Israel,Medorion,Healthcare
United States,MedWhat,Healthcare
Israel,MedyMatch Technology,Healthcare
Israel,Meekan,Communication
United States,Meelo Logic,Business Intelligence
United States,Meet Sally,Communication
United States,Megan Media,Sales/Marketing
United States,Megatris,Internet of Things
China,Megvii,Robotics
United States,Menerva,Communication
United Kingdom,Mentat Innovations,Business Intelligence
United States,Mentor eData,Transportation
Germany,Merantix,Core AI
United Kingdom,Mercanto,Communication
United States,Message.io,Software Development
United States,Metabiota,Healthcare
United States,MetaCert,Defense/Security
United States,"metacog, Inc.",Text Analytics
United Kingdom,Metadrift,Entertainment
United Kingdom,Metafused,Fintech
United Kingdom,Metageni,Sales/Marketing
Italy,Metaliquid,Computer Vision
United States,Metawave,Transportation
Israel,Meteo-Logic,Agriculture
United States,Metis Machine,Core AI
United States,Metrica,Entertainment
United States,MetroTech Net,Travel
United Kingdom,Mettrr,Software Development
United Kingdom,MeVitae,Human Resources
Canada,Meya.ai,Communication
United States,Mezi,Travel
United States,Mi3 Security,Defense/Security
United Kingdom,MicroBlink,Text Analytics
Germany,micropsi industries,Core AI
Germany,Micropsi Industries,Robotics
United States,Microwork,Computer Vision
United States,Mighty AI,Computer Vision
India,Mihup Communications,Communication
France,Milanamos,Travel
France,Millesime.AI,Data Analytics
Canada,Mindbridge Ai,Text Analytics
Spain,Minderest,Fintech
France,MindLytiX,Sales/Marketing
United States,MindMeld,Communication
United States,MindOps,Computer Vision
South Korea,Minds Lab,Business Intelligence
United States,Mindshare Medical,Core AI
Israel,MinerEye,Defense/Security
China,MINIEYE,Automation
China,Mininglamp,Fintech
Israel,Mintogi,Sales/Marketing
United States,Mirror That Look,Computer Vision
Spain,Mirubee,Internet of Things
United States,Misfit Wearables - Computer Vision Team,Business Intelligence
Japan,Miss.AI,Computer Vision
United States,Mist Systems,Automation
United States,MIT-IBM Watson AI Lab,Core AI
Japan,Mitsucari,Human Resources
Japan,Mji,Robotics
Poland,MLJAR,Data Analytics
China,Mlkey,Fintech
Canada,mnubo,Internet of Things
United States,MoBagel,Internet of Things
Israel,Mobbo,Sales/Marketing
Germany,MoBerries,Human Resources
United States,MobileROI,Sales/Marketing
China,Mobvoi,Communication
Sweden,ModCam,Computer Vision
United States,Mode.ai,Communication
United States,Modsy,Entertainment
United States,ModuleQ,Text Analytics
United States,Modus Operandi,Software Development
Israel,moed.ai,Communication
United Kingdom,Mogees,Core AI
United States,Moloco,Software Development
United Kingdom,Molplex,Healthcare
United Kingdom,Molplex - Drug Discovery Technologies,Healthcare
China,Momenta,Transportation
China,Momenta.ai,Automation
United States,Mona,Communication
United States,Mona Labs,Communication
United States,MondoBrain,Software Development
South Korea,MoneyBrain,Communication
United States,Monitr,Data Analytics
United States,MonkeyLearn,Text Analytics
Sweden,Monocl,Healthcare
India,Monsoon CreditTech,Fintech
France,Moodstocks,Computer Vision
United States,MOOGsoft,Core AI
Israel,moonshot,Sales/Marketing
China,Moorebot,Communication
United States,Moov,Data Analytics
Israel,Moovit,Travel
Finland,MOPRIM,Travel
United States,MoQuality,Communication
China,Moran Cognitive Technology,Communication
Israel,Morphisec,Defense/Security
South Korea,mosaiCue,Computer Vision
United Arab Emirates,Mosaikx,Healthcare
United States,MoTek Technologies,Human Resources
United Kingdom,Mothive,Agriculture
United States,Motion AI,Communication
Japan,Motion Elements,Computer Vision
United States,MotionHall,Business Intelligence
United States,Motionloft,Data Analytics
United Kingdom,MotionMetrics,Internet of Things
Germany,MotionsCloud,Insurance
United States,Motiva,Sales/Marketing
Canada,motorleaf,Agriculture
Singapore,Movel AI,Robotics
United States,Movi,Computer Vision
United States,Movyl,Data Analytics
United States,msg.ai,Sales/Marketing
United States,mSIGNIA,Business Intelligence
United Kingdom,Multiply,Fintech
Australia,Muru Music,Entertainment
Italy,Mushin,Entertainment
Japan,Musio,Robotics
China,Musk,Healthcare
United States,My Ally,Communication
Japan,My-ope office,Communication
United States,Mya Systems,Automation
South Korea,mycelebs,Entertainment
Israel,MyndYou,Healthcare
United States,Myra Labs,Communication
Israel,Mystor-e,Sales/Marketing
United States,Mythic,Core AI
Israel,n-Join,Automation
Canada,Naborly,Fintech
South Korea,NALBI Inc.,Computer Vision
Brazil,nama software,Communication
Italy,Nami Lab,Entertainment
United States,Namogoo,Defense/Security
United States,Nanigans,Sales/Marketing
China,Nanjiang Robotics,Robotics
United States,NanoNets,Business Intelligence
United States,NanoRep,Communication
United States,Naoh,Transportation
United States,Nara Logics,Sales/Marketing
United Arab Emirates,Narrativa,Computer Vision
United States,Narrative Science,Communication
United States,NarrativeDx,Healthcare
China,NationalChip,Internet of Things
Israel,Natural Intelligence ,Sales/Marketing
India,NaturalText,Text Analytics
United States,NAUTO,Transportation
France,NAVER LABS Europe,Core AI
Canada,Navi,Entertainment
France,NAVYA,Transportation
United States,NAYTEV,Sales/Marketing
Israel,Neefla,Sales/Marketing
Brazil,NeoAssist,Sales/Marketing
United States,Neokami Inc.,Internet of Things
United States,Neota Logic,Business Intelligence
Israel,neowize,E-Commerce
United States,Nervana,Core AI
United States,NetBase Solutions,Business Intelligence
Poland,Nethone,Defense/Security
China,Netposa,Communication
United States,Netra Inc,Sales/Marketing
United States,NetraDyne,Transportation
China,Neuaction,Robotics
Israel,Neura,Healthcare
Israel,NEURA,Healthcare
United States,Neura,Internet of Things
United States,Neural Optimization Applied Hydrology,Core AI
Israel,Neural7,Automation
United States,Neurala,Core AI
Israel,NeuroApplied,Sales/Marketing
Pakistan,Neurostic,Healthcare
China,Neusoft,Healthcare
Brazil,newatt,Energy
Spain,Newronia,Automation
Japan,Newsdeck,Entertainment
China,Newtranx,Computer Vision
Israel,Nexar,Transportation
Israel,nexar,Transportation
United States,Nexd,Sales/Marketing
United States,Nexidia,Communication
United States,Nexla,Automation
United States,NexLP,Core AI
United States,Nexosis,Core AI
United States,Next IT,Communication
Japan,Next-System,Software Development
Spain,Nextail,Business Intelligence
Switzerland,Nexthink,Data Analytics
Japan,Nextremer,Communication
United States,NextUser,Sales/Marketing
Italy,Nextwin,Data Analytics
United States,nference,Core AI
Canada,nGUVU,Human Resources
United States,Niara,Defense/Security
India,Niki.ai,Communication
United States,Nimblr.ai,Communication
Australia,Nimis Cybersecurity,Defense/Security
India,nimoy.ai,Core AI
China,NIO,Automation
India,Niramai Health Analytix,Healthcare
Spain,Nire iHealth,Healthcare
United States,Nirenberg Neuroscience,Computer Vision
United States,Nitrio,Sales/Marketing
United States,NLP Logix,Data Analytics
Switzerland,Nnaisense,Core AI
Spain,Nnergix,Text Analytics
Israel,noobaa,Business Intelligence
United States,"Noodle Analytics, Inc. (Noodle.ai)",Business Intelligence
Norway,Nordic Quantum Computing Group,Core AI
Latvia,Nordigen,Automation
Japan,NoRe:Suke,Human Resources
Chile,NotCo,Agriculture
United States,Notion AI,Communication
Israel,NoTraffic,Transportation
United States,Nova,Sales/Marketing
Italy,Novalabs,Robotics
United States,Novi Labs,Energy
United States,Novo,Fintech
United States,NovuMind,Software Development
Israel,NowTecc,Sales/Marketing
Israel,nRoll,Sales/Marketing
Israel,nsKnox,Defense/Security
Russia,NtechLab,Software Development
United States,nToggle,Sales/Marketing
United States,Nuance,Business Intelligence
United Kingdom,Nudgr,Sales/Marketing
United States,NumberAI,Communication
United States,NuMedii,Healthcare
United States,Numenta,Core AI
United States,Numerai,Fintech
United States,Numerate,Healthcare
Ireland,Nuritas,Healthcare
United States,Nuro,Robotics
United States,nuTonomy,Transportation
Spain,Nuubo,Healthcare
Israel,Nuviad,Sales/Marketing
United States,Nvidia,Core AI
Japan,O:der,Sales/Marketing
China,OA165,Internet of Things
United States,OAG Analytics,Energy
United States,ObEN,Communication
United States,Oben Voice Technologies,Communication
Canada,Obie.ai,Communication
United States,Obindo,Business Intelligence
United States,Objective Logistics,Computer Vision
United Kingdom,Observe,Agriculture
United States,Obsidian Security,Defense/Security
United States,Octane AI,Communication
France,Octopus Robots ,Robotics
United States,Oculus360,Communication
United States,offrs.com,Real Estate
Russia,OhMyBet!,Data Analytics
China,OI-Smart,Computer Vision
United States,Ojo Labs,Communication
United States,OK Play,Text Analytics
Japan,OK SKY,Communication
China,OlaVoice,Communication
United States,Olono,Sales/Marketing
United States,OM1,Healthcare
United States,"Omni Ai, Inc.",Business Intelligence
South Korea,Omnious,E-Commerce
China,Onagofly,Robotics
United States,Oncora Medical,Healthcare
United States,OnCorps,Sales/Marketing
United States,One Concern,Core AI
United States,"One Llama Labs, Inc",Communication
Singapore,OneAnalytix Pte Ltd,Sales/Marketing
United States,OneBridge Solutions,Energy
China,Onegohome,Robotics
United States,Onna Technologies,Legal
United States,OpenAI,Core AI
United Kingdom,OpenCapacity,Business Intelligence
Singapore,OpenDNA,Business Intelligence
Ireland,Opening.io,Sales/Marketing
United States,OpenROV,Defense/Security
United States,Opera Solutions,Business Intelligence
France,Opla,Software Development
United States,Ople,Text Analytics
United States,Optimizing Mind,Core AI
Israel,Optimove,Sales/Marketing
United States,Optimus Ride,Transportation
Sweden,Optisort,Automation
Sweden,Optisort/Refind,Computer Vision
Sweden,Optolexia,Healthcare
China,Opzoon,Computer Vision
China,Orbbec,Entertainment
United States,Orbital Insight,Geolocation
India,Orbo,Core AI
Israel,orcam,Healthcare
Israel,OrCam Technologies,Healthcare
United States,Orderly Health,Communication
Russia,Oriense,Computer Vision
United States,Originate,Software Development
Israel,Orpak,Automation
Israel,Oryx Vision,Transportation
United States,Osaro,Automation
United Kingdom,Oseven Telematics,Transportation
United States,Osprey Security,Defense/Security
United States,OspreyData,Energy
United States,OThot,Business Intelligence
United States,OtoSense,Communication
Turkey,Otto Labs,Computer Vision
China,Otureo,Robotics
United Kingdom,Otus Labs,Data Analytics
China,Oubaituo,Automation
Israel,OurCart,Sales/Marketing
Israel,outbid,Sales/Marketing
Israel,outbrain,Sales/Marketing
United States,Outlier AI,Business Intelligence
Canada,OutsideIQ,Fintech
United Kingdom,Oval Money,Communication
Australia,Ovass,Business Intelligence
United States,Overl.ai,Healthcare
United States,Overlap.cc,Communication
United States,Oversight Systems,Fintech
United States,OWHealth,Healthcare
France,Owi Technologies,Communication
United States,OWKIN,Core AI
Netherlands,Owlin,Core AI
United Kingdom,Oxbotica,Transportation
Israel,P-PULSE,Travel
China,Pachira,Communication
Israel,Package.ai,Communication
Israel,Pagaya,Fintech
Israel,Paidit,Fintech
United States,Palantir,Business Intelligence
United States,Palatine Analytics,Human Resources
United States,Panamplify,Sales/Marketing
United States,Pandoodle,Computer Vision
United States,"Pandorabots, Inc.",Communication
Germany,Pannous,Communication
Canada,Paphus Solutions,Communication
United States,Paradata,Business Intelligence
United States,Parade (Dray Technologies Inc.),Transportation
Israel,Parallel Machines,Core AI
United States,ParallelDots,Text Analytics
Israel,ParallelM,Automation
United States,Parla,Education
Germany,parlamind,Communication
China,Parle,Communication
United States,Parlo,Communication
Israel,Partition DB,Software Development
China,Partnerx,Robotics
Japan,Pashaly,Computer Vision
United States,Passage.ai,Core AI
United States,Pat,Core AI
United States,Pat Inc,Communication
Japan,Patent Explorer,Business Intelligence
United States,PathAI,Healthcare
United States,Pathover,Sales/Marketing
United States,Pathway Genomics,Healthcare
United States,"Pattern, Inc.",Software Development
United States,PatternEx,Defense/Security
Canada,Patterns,Business Intelligence
United States,Paxata,Business Intelligence
Israel,Paygilant,Fintech
United Kingdom,Peak,Business Intelligence
United Kingdom,Peak Business Insight,Business Intelligence
United States,PeakEmployee,Human Resources
United States,pear.ai,Communication
Germany,PEAT,Agriculture
Italy,Pedius,Communication
Sweden,Peltarion,Core AI
United States,Pendo Systems,Text Analytics
United States,PenguinSmart,Communication
United States,Penny App,Communication
United States,People Pattern,Sales/Marketing
United States,People.ai,Sales/Marketing
Israel,Pepticom,Healthcare
United States,Percept.AI,Communication
China,Perceptin,Robotics
United States,Perceptive Automata,Core AI
Israel,Percepto,Robotics
United States,Percipient.ai,Business Intelligence
United States,Percipo,Computer Vision
China,Perfant Technology,Computer Vision
United States,Perfect Price,Sales/Marketing
United States,PerimeterX,Defense/Security
Israel,Perlis,Healthcare
United States,Perrone Robotics,Robotics
United States,Persado,Sales/Marketing
United States,Personali,Sales/Marketing
Israel,Personetics,Fintech
United States,Personetics Technologies,Fintech
United States,Petasense,Internet of Things
Australia,PETRA Data Science,Data Analytics
United States,Petuum,Business Intelligence
United States,Phenom People,Human Resources
United States,Phenomics Labs,Agriculture
United States,Philometrics,Communication
United States,PHONEMETRA INC,Internet of Things
United Kingdom,Phrasee,Sales/Marketing
Israel,PhraseTech,Sales/Marketing
Israel,PhysiMax,Entertainment
United States,PhysIQ,Healthcare
Israel,Phytech,Agriculture
Germany,Picalike,Computer Vision
United States,PickNik Consulting,Robotics
Germany,picsure,Insurance
Germany,Picsure,Insurance
United States,Picwell,Healthcare
United States,Pienso,Core AI
United States,pikd,Computer Vision
Finland,Pikku Robotti,Core AI
United States,Pilot AI Labs,Computer Vision
Japan,Pinchase,Travel
United States,Pine Biotech,Healthcare
United States,PingThings,Defense/Security
India,PiQube,Automation
United States,Pit.AI Technologies,Fintech
United Kingdom,PitchMe,Human Resources
Canada,Pitstop,Transportation
France,Pixyl Medical ,Healthcare
Israel,PlainID,Fintech
Israel,Planck Resolution,Automation
Germany,Planet,Core AI
United States,Planet Labs,Computer Vision
Israel,PlanetWatchers,Agriculture
France,Planorama ,E-Commerce
United States,Plantiga,Data Analytics
United States,PlantSnap,Computer Vision
Brazil,Plape,Data Analytics
Canada,Plasmatic Technologies Inc.,Internet of Things
United States,Plasticity,Communication
Israel,Platica,Sales/Marketing
India,Playment,Text Analytics
United States,PlusAI,Transportation
United States,PlusOne,Human Resources
United States,Pluto AI,Real Estate
Israel,PointGrab,Software Development
United States,PointPredictive,Fintech
New Zealand,Polany.io,Business Intelligence
United States,PolySync,Transportation
China,Pony.ai,Automation
Ireland,Popertee,Real Estate
Australia,Popgun,Entertainment
Turkey,Positive Energy,Internet of Things
United States,Potbotics,Healthcare
China,Prafly,Communication
Denmark,Praice,Human Resources
United States,Pramata,Business Intelligence
United States,Prattle,Fintech
Russia,Pravoved.ru,Legal
United States,Precision Health AI,Healthcare
United States,Precognitive,Fintech
Israel,Precognize,Business Intelligence
United States,Predera,Automation
France,PredicSis,E-Commerce
United States,Predictive Science,Sales/Marketing
United States,"Predictive, Inc.",Fintech
Australia,PredictiveHire,Human Resources
United States,Predictix,Sales/Marketing
United States,Predikto Analytics,Automation
United States,Predilytics,Healthcare
United Kingdom,Predina,Transportation
United States,PredPol,Defense/Security
Japan,Preferred Networks,Core AI
Japan,"Preferred Networks, Inc",Core AI
United States,Prelert,Business Intelligence
United States,Premise,Business Intelligence
United States,Premonition,Legal
Australia,Presagen,Healthcare
United States,Presence AI,Communication
Israel,Presenso,Business Intelligence
United States,Preteckt,Transportation
United Kingdom,Previse,Fintech
France,Prevision.io,Data Analytics
Israel,Prifender,Defense/Security
Canada,Primal,Sales/Marketing
New Zealand,Prime Tenancy,Real Estate
United States,Primer,Text Analytics
United States,Prism Skylabs,Computer Vision
United States,Prisma,Computer Vision
Switzerland,Privately,Defense/Security
China,Prodrone-tech,Robotics
United States,Profility,Healthcare
Sweden,Project Cosimo,Core AI
Canada,Promethean Labs,Healthcare
United States,Proofpoint,Defense/Security
Israel,Proov,Automation
Canada,Propulse Analytics,Sales/Marketing
United States,Proscia,Healthcare
Israel,Prospera,Agriculture
United States,Protenus,Business Intelligence
United Kingdom,Providens,Fintech
United Kingdom,PROWLER.io,Core AI
United Kingdom,PROWLER.io,Core AI
France,Proxem ,Text Analytics
United States,"PRSONAS, Inc.",Communication
United States,Pubinno,E-Commerce
United States,PullString,Communication
United States,Pulpix,Computer Vision
China,Pulse iD,Communication
United States,pulseData,Healthcare
United States,PurePredictive,Business Intelligence
China,Pushget,Communication
United States,PYCO,Sales/Marketing
United States,Pymetrics,Human Resources
Japan,QA Engine,Communication
United States,Qanta.ai,Fintech
South Korea,QARA,Text Analytics
China,Qdreamer,Robotics
China,QED Technique,Healthcare
China,Qfeeltech,Robotics
China,Qing-so,Computer Vision
China,Qiniu,Computer Vision
China,QKMtech,Robotics
United States,Qloo,Entertainment
United States,QMedic,Healthcare
France,Qopius,Computer Vision
South Korea,Qraft Technologies,Business Intelligence
United States,Qrativ,Healthcare
United States,QuadMetrics,Defense/Security
China,QUALAB,Healthcare
United States,Qualaris Healthcare Solutions,Healthcare
United States,Qualcomm,Business Intelligence
United States,QuantaVerse,Defense/Security
Norway,Quantfolio,Communication
United States,Quantified Impressions,Communication
United States,QuantiFind,Fintech
United States,"Quantomic, LLC",Business Intelligence
United States,Quantopian,Fintech
India,Quantta Analytics,Text Analytics
United States,Quarule,Automation
Japan,Qubena,Education
France,Qucit,Real Estate
United States,Querium Corporation,Education
Italy,QuestIT,Core AI
United States,Quid,Sales/Marketing
United States,Quintype,Entertainment
United States,Quirk.ai,Communication
China,quiXmart,E-Commerce
United States,quorum.ai,Core AI
United Kingdom,Quotip,Fintech
United States,Quovo,Fintech
United States,Qventus,Healthcare
United States,QWASI Technology & Innovation Lab,Communication
United States,QxBranch,Data Analytics
United States,Qylur Intelligent Systems,Defense/Security
Germany,Qymatix Solutions?,Sales/Marketing
France,Qynapse ,Healthcare
China,R2TECH,Communication
Canada,RAANGE Inc.,Communication
India,racetrack.ai,Communication
Israel,Radiomize,Transportation
United States,Radius,Sales/Marketing
Israel,RadLogics,Healthcare
United Kingdom,Rainbird,Software Development
United States,Rainforest,Data Analytics
United Kingdom,rais,Communication
United States,Random Forest Capital,Fintech
United States,RankSense Inc,Automation
United States,RapidCFO,Fintech
United States,RapidMiner,Software Development
United States,RapidRPA,Human Resources
United States,RapportBoost.AI,Communication
Germany,Rasa,Communication
United States,Ravel,Legal
United Kingdom,Ravelin,Fintech
China,Raven Tech,Communication
United Kingdom,Ravn Systems,Text Analytics
United States,Razorthink,Business Intelligence
United Kingdom,re:infer,Text Analytics
United States,Reach Analytics,Sales/Marketing
Israel,Reactful ,Sales/Marketing
United States,Reactor Labs,Communication
China,Read Wheat,Text Analytics
China,ReadSense,Defense/Security
Finland,Reaktor,Software Development
United Kingdom,Realeyes,Sales/Marketing
United States,Reality AI,Computer Vision
Malta,ReaQta,Defense/Security
Japan,Rebot,Communication
United States,rebrain.ai,Fintech
France,Recast.AI,Software Development
United States,Recent Media,Entertainment
Canada,Receptiviti.ai,Core AI
Ireland,RecommenderX,Data Analytics
United States,Recorded Future,Defense/Security
United States,RecruitSumo,Human Resources
Netherlands,Recruitz.io,Human Resources
United States,Recursion Pharmaceuticals,Healthcare
United States,Red Lambda,Defense/Security
Australia,Red Marker,Fintech
United States,RedLock,Defense/Security
United States,RedMarlin,Defense/Security
Canada,reDock,Text Analytics
United States,Reely,Entertainment
China,Reeman,Robotics
United States,Reflektion,Sales/Marketing
Japan,Rei Frontier,Data Analytics
India,Relatas - Sales AI,Business Intelligence
United States,Relativity6,Fintech
Spain,Relevante.me,Sales/Marketing
Denmark,Relinklabs,Human Resources
United States,Remark Holdings,Entertainment
United States,Remesh,Human Resources
China,Renguang,Business Intelligence
United States,Renkara Media Group,Education
United States,Renovo Auto,Transportation
Israel,Rentigo,Fintech
